recipe,ingredient,grams,kcal_100,protein_100,fat_100,carbs_100,fiber_100,protein_contribution,kcal_contribution
Курица с бататом,Чёрный перец,0.3,251,10.4,3.3,64,25,0.03,0.8
Курица с бататом,Чеснок,3,149,6.4,0.5,33.1,2.1,0.19,4.5
Курица с бататом,Курица,153.0,120,22.5,2.6,0,0,34.42,183.6
Индейка с баклажаном и булгуром,Индейка,150,114,23.7,1.5,0,0,35.55,171.0
Индейка с баклажаном и булгуром,Баклажан,150,25,1,0.2,6,3,1.5,37.5
Индейка с баклажаном и булгуром,Булгур,65,342,12,1.3,76,12.5,7.8,222.3
Индейка с баклажаном и булгуром,Греческий йогурт 2%,35,73,9,2,4,0,3.15,25.6
Индейка с баклажаном и булгуром,Чеснок,3,149,6.4,0.5,33.1,2.1,0.19,4.5
Индейка с баклажаном и булгуром,Лимон,8,29,1.1,0.3,9.3,2.8,0.09,2.3
Индейка с баклажаном и булгуром,Петрушка,3,36,3,0.8,6.3,3.3,0.09,1.1
Индейка с баклажаном и булгуром,Соль,0.8,0,0,0,0,0,0.0,0.0
Индейка с баклажаном и булгуром,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Лосось с зелёной фасолью,Салат,90,15,1.4,0.2,2.9,1.3,1.26,13.5
Лосось с зелёной фасолью,Лимон,30,29,1.1,0.3,9.3,2.8,0.33,8.7
Лосось с зелёной фасолью,Оливковое масло,14,884,0,100,0,0,0.0,123.8
Лосось с зелёной фасолью,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Лосось с зелёной фасолью,Соль,0.8,0,0,0,0,0,0.0,0.0
Лосось с зелёной фасолью,Зелёная фасоль,162.0,31,1.8,0.2,7,3.4,2.92,50.2
Лосось с зелёной фасолью,Лосось свежий,144,208,20,13,0,0,28.8,299.5
Треска с бататом,Батат,198,86,1.6,0.1,20,3,3.17,170.3
Треска с бататом,Шпинат,90,23,2.9,0.4,3.6,2.2,2.61,20.7
Треска с бататом,Лимон,30,29,1.1,0.3,9.3,2.8,0.33,8.7
Треска с бататом,Оливковое масло,14,884,0,100,0,0,0.0,123.8
Треска с бататом,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Треска с бататом,Соль,0.8,0,0,0,0,0,0.0,0.0
Треска с бататом,Треска,144.0,82,18,0.7,0,0,25.92,118.1
Треска с зелёной фасолью,Треска,171,82,18,0.7,0,0,30.78,140.2
Треска с зелёной фасолью,Картофель,225,77,2,0.1,17,2.2,4.5,173.2
Треска с зелёной фасолью,Лимон,30,29,1.1,0.3,9.3,2.8,0.33,8.7
Треска с зелёной фасолью,Оливковое масло,14,884,0,100,0,0,0.0,123.8
Треска с зелёной фасолью,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Треска с зелёной фасолью,Соль,0.8,0,0,0,0,0,0.0,0.0
Треска с зелёной фасолью,Укроп,3,43,3.5,1.1,7,2.1,0.1,1.3
Треска с зелёной фасолью,Зелёная фасоль,162.0,31,1.8,0.2,7,3.4,2.92,50.2
Лосось с цветной капустой,Цветная капуста,162,25,1.9,0.3,5,2,3.08,40.5
Лосось с цветной капустой,Шпинат,90,23,2.9,0.4,3.6,2.2,2.61,20.7
Лосось с цветной капустой,Лимон,30,29,1.1,0.3,9.3,2.8,0.33,8.7
Лосось с цветной капустой,Оливковое масло,14,884,0,100,0,0,0.0,123.8
Лосось с цветной капустой,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Лосось с цветной капустой,Соль,0.8,0,0,0,0,0,0.0,0.0
Лосось с цветной капустой,Лосось свежий,171.0,208,20,13,0,0,34.2,355.7
Креветки с баклажаном,Креветки сырые,162,85,20.1,0.5,0.2,0,32.56,137.7
Креветки с баклажаном,Перец,135,31,1,0.3,6,2.1,1.35,41.9
Креветки с баклажаном,Шпинат,90,23,2.9,0.4,3.6,2.2,2.61,20.7
Креветки с баклажаном,Лимон,30,29,1.1,0.3,9.3,2.8,0.33,8.7
Креветки с баклажаном,Оливковое масло,14,884,0,100,0,0,0.0,123.8
Креветки с баклажаном,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Креветки с баклажаном,Соль,0.8,0,0,0,0,0,0.0,0.0
Креветки с баклажаном,Баклажан,162.0,25,1,0.2,6,3,1.62,40.5
Креветки с зелёной фасолью,Креветки сырые,162,85,20.1,0.5,0.2,0,32.56,137.7
Креветки с зелёной фасолью,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Креветки с зелёной фасолью,Оливковое масло,24,884,0,100,0,0,0.0,212.2
Креветки с зелёной фасолью,Лимон,30,29,1.1,0.3,9.3,2.8,0.33,8.7
Креветки с зелёной фасолью,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Креветки с зелёной фасолью,Соль,0.8,0,0,0,0,0,0.0,0.0
Креветки с зелёной фасолью,Зелёная фасоль,162.0,31,1.8,0.2,7,3.4,2.92,50.2
"Фриттата с брокколи, фетой и помидорами",Яйца,120,143,12.6,9.5,0.7,0,15.12,171.6
"Фриттата с брокколи, фетой и помидорами",Брокколи,100,34,2.8,0.4,7,2.6,2.8,34.0
"Фриттата с брокколи, фетой и помидорами",Фета,35,265,14.2,21.5,3.9,0,4.97,92.8
"Фриттата с брокколи, фетой и помидорами",Помидоры,100,18,0.9,0.2,3.9,1.2,0.9,18.0
"Фриттата с брокколи, фетой и помидорами",Оливковое масло,4,884,0,100,0,0,0.0,35.4
"Фриттата с брокколи, фетой и помидорами",Соль,0.7,0,0,0,0,0,0.0,0.0
"Фриттата с брокколи, фетой и помидорами",Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Тофу с зелёной фасолью,Тофу,162,144,17,9,3,2,27.54,233.3
Тофу с зелёной фасолью,Перец,135,31,1,0.3,6,2.1,1.35,41.9
Тофу с зелёной фасолью,Оливковое масло,10,884,0,100,0,0,0.0,88.4
Тофу с зелёной фасолью,Соевый соус,30,53,8.1,0.6,4.9,0.8,2.43,15.9
Тофу с зелёной фасолью,Имбирь,8,80,1.8,0.8,17.8,2,0.14,6.4
Тофу с зелёной фасолью,Чеснок,6,149,6.4,0.5,33.1,2.1,0.38,8.9
Тофу с зелёной фасолью,Зелёная фасоль,162.0,31,1.8,0.2,7,3.4,2.92,50.2
Нут с зелёной фасолью,Нут готовый,117,164,8.9,2.6,27.4,7.6,10.41,191.9
Нут с зелёной фасолью,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Нут с зелёной фасолью,Греческий йогурт 2%,180,73,9,2,4,0,16.2,131.4
Нут с зелёной фасолью,Тахини,33,595,17,54,21,9.3,5.61,196.3
Нут с зелёной фасолью,Лимон,24,29,1.1,0.3,9.3,2.8,0.26,7.0
Нут с зелёной фасолью,Чеснок,4,149,6.4,0.5,33.1,2.1,0.26,6.0
Нут с зелёной фасолью,Соль,0.7,0,0,0,0,0,0.0,0.0
Нут с зелёной фасолью,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Нут с зелёной фасолью,Зелёная фасоль,162.0,31,1.8,0.2,7,3.4,2.92,50.2
Тёплый салат с тофу,Салат,90,15,1.4,0.2,2.9,1.3,1.26,13.5
Тёплый салат с тофу,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Тёплый салат с тофу,Огурцы,135,15,0.7,0.1,3.6,0.5,0.94,20.2
Тёплый салат с тофу,Авокадо,63,160,2,15,8.5,6.7,1.26,100.8
Тёплый салат с тофу,Уксус бальзамический,22,88,0.5,0,17,0,0.11,19.4
Тёплый салат с тофу,Оливковое масло,12,884,0,100,0,0,0.0,106.1
Тёплый салат с тофу,Горчица,8,66,4.4,4,5.8,3.3,0.35,5.3
Тёплый салат с тофу,Соль,0.8,0,0,0,0,0,0.0,0.0
Тёплый салат с тофу,Чёрный перец,0.3,251,10.4,3.3,64,25,0.03,0.8
Тёплый салат с тофу,Чеснок,3,149,6.4,0.5,33.1,2.1,0.19,4.5
Тёплый салат с тофу,Тофу,175.9,144,17,9,3,2,29.9,253.3
Тёплый салат с курицей и свёклой,Салат,90,15,1.4,0.2,2.9,1.3,1.26,13.5
Тёплый салат с курицей и свёклой,Свёкла,135,43,1.6,0.2,10,2.8,2.16,58.0
Тёплый салат с курицей и свёклой,Огурцы,135,15,0.7,0.1,3.6,0.5,0.94,20.2
Тёплый салат с курицей и свёклой,Уксус бальзамический,22,88,0.5,0,17,0,0.11,19.4
Тёплый салат с курицей и свёклой,Оливковое масло,12,884,0,100,0,0,0.0,106.1
Тёплый салат с курицей и свёклой,Горчица,8,66,4.4,4,5.8,3.3,0.35,5.3
Тёплый салат с курицей и свёклой,Соль,0.8,0,0,0,0,0,0.0,0.0
Тёплый салат с курицей и свёклой,Чёрный перец,0.3,251,10.4,3.3,64,25,0.03,0.8
Тёплый салат с курицей и свёклой,Чеснок,3,149,6.4,0.5,33.1,2.1,0.19,4.5
Тёплый салат с курицей и свёклой,Курица,153.0,120,22.5,2.6,0,0,34.42,183.6
Запечённый бататом с творогом и зеленью,Творог 5%,130,121,17,5,3,0,22.1,157.3
Запечённый бататом с творогом и зеленью,Огурцы,100,15,0.7,0.1,3.6,0.5,0.7,15.0
Запечённый бататом с творогом и зеленью,Салат,50,15,1.4,0.2,2.9,1.3,0.7,7.5
Запечённый бататом с творогом и зеленью,Уксус бальзамический,22,88,0.5,0,17,0,0.11,19.4
Запечённый бататом с творогом и зеленью,Оливковое масло,13,884,0,100,0,0,0.0,114.9
Запечённый бататом с творогом и зеленью,Горчица,8,66,4.4,4,5.8,3.3,0.35,5.3
Запечённый бататом с творогом и зеленью,Соль,0.7,0,0,0,0,0,0.0,0.0
Запечённый бататом с творогом и зеленью,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Запечённый бататом с творогом и зеленью,Батат,280.0,86,1.6,0.1,20,3,4.48,240.8
Баклажан с курицей,Баклажан,162,25,1,0.2,6,3,1.62,40.5
Баклажан с курицей,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Баклажан с курицей,Моцарелла,72,254,24.3,15.9,2.8,0,17.5,182.9
Баклажан с курицей,Горчица,17,66,4.4,4,5.8,3.3,0.75,11.2
Баклажан с курицей,Мёд,14,304,0.3,0,82,0.2,0.04,42.6
Баклажан с курицей,Лимон,8,29,1.1,0.3,9.3,2.8,0.09,2.3
Баклажан с курицей,Оливковое масло,9,884,0,100,0,0,0.0,79.6
Баклажан с курицей,Соль,0.8,0,0,0,0,0,0.0,0.0
Баклажан с курицей,Чёрный перец,0.3,251,10.4,3.3,64,25,0.03,0.8
Баклажан с курицей,Чеснок,3,149,6.4,0.5,33.1,2.1,0.19,4.5
Баклажан с курицей,Курица,153.0,120,22.5,2.6,0,0,34.42,183.6
Кабачок с тофу и сыром,Кабачок,162,17,1.2,0.3,3.1,1,1.94,27.5
Кабачок с тофу и сыром,Грюйер,32,413,30,32,0.4,0,9.6,132.2
Кабачок с тофу и сыром,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Кабачок с тофу и сыром,Горчица,17,66,4.4,4,5.8,3.3,0.75,11.2
Кабачок с тофу и сыром,Мёд,14,304,0.3,0,82,0.2,0.04,42.6
Кабачок с тофу и сыром,Лимон,8,29,1.1,0.3,9.3,2.8,0.09,2.3
Кабачок с тофу и сыром,Оливковое масло,9,884,0,100,0,0,0.0,79.6
Кабачок с тофу и сыром,Соль,0.8,0,0,0,0,0,0.0,0.0
Кабачок с тофу и сыром,Чёрный перец,0.3,251,10.4,3.3,64,25,0.03,0.8
Кабачок с тофу и сыром,Чеснок,3,149,6.4,0.5,33.1,2.1,0.19,4.5
Кабачок с тофу и сыром,Тофу,175.9,144,17,9,3,2,29.9,253.3
Кабачком с фасолью и киноа,Фасоль готовая,117,127,8.7,0.5,22.8,6.4,10.18,148.6
Кабачком с фасолью и киноа,Киноа,63,368,14,6,64,7,8.82,231.8
Кабачком с фасолью и киноа,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Кабачком с фасолью и киноа,Тахини,33,595,17,54,21,9.3,5.61,196.3
Кабачком с фасолью и киноа,Лимон,24,29,1.1,0.3,9.3,2.8,0.26,7.0
Кабачком с фасолью и киноа,Чеснок,4,149,6.4,0.5,33.1,2.1,0.26,6.0
Кабачком с фасолью и киноа,Соль,0.7,0,0,0,0,0,0.0,0.0
Кабачком с фасолью и киноа,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Кабачком с фасолью и киноа,Кабачок,135.0,17,1.2,0.3,3.1,1,1.62,22.9
Гречка с тофу и брокколи,Гречка,68,343,13,3.4,72,10,8.84,233.2
Гречка с тофу и брокколи,Тофу,162,144,17,9,3,2,27.54,233.3
Гречка с тофу и брокколи,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Гречка с тофу и брокколи,Соевый соус,30,53,8.1,0.6,4.9,0.8,2.43,15.9
Гречка с тофу и брокколи,Имбирь,8,80,1.8,0.8,17.8,2,0.14,6.4
Гречка с тофу и брокколи,Чеснок,6,149,6.4,0.5,33.1,2.1,0.38,8.9
Гречка с тофу и брокколи,Лайм,10,30,0.7,0.2,10.5,2.8,0.07,3.0
Гречка с тофу и брокколи,Брокколи,90.0,34,2.8,0.4,7,2.6,2.52,30.6
Кускус с креветками,Креветки сырые,162,85,20.1,0.5,0.2,0,32.56,137.7
Кускус с креветками,Кабачок,162,17,1.2,0.3,3.1,1,1.94,27.5
Кускус с креветками,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Кускус с креветками,Лимон,30,29,1.1,0.3,9.3,2.8,0.33,8.7
Кускус с креветками,Оливковое масло,14,884,0,100,0,0,0.0,123.8
Кускус с креветками,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Кускус с креветками,Соль,0.8,0,0,0,0,0,0.0,0.0
Кускус с креветками,Укроп,3,43,3.5,1.1,7,2.1,0.1,1.3
Кускус с креветками,Кускус,68.0,376,12.8,0.6,77,5,8.7,255.7
Киноа с тунцом,Огурцы,135,15,0.7,0.1,3.6,0.5,0.94,20.2
Киноа с тунцом,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Киноа с тунцом,Тунец консервированный в собственном соку,144,116,25.5,0.8,0,0,36.72,167.0
Киноа с тунцом,Лимон,25,29,1.1,0.3,9.3,2.8,0.28,7.2
